DistrictID,DistrictName,ProvinceID,ProvinceName,Region,SubRegion,VSD,Country,GID_2,GID_1,NAME_1,NAME_2,GADM_Latitude,GADM_Longitude,Population,Population_Density,Area,Functional_Profile,Priority_Tier,Zone,Assigned_District_Count,Assigned_NPP_Count,Region_VN,Economic_Type,District_Type,Province_Archetype,District_Archetype,Is Strategic Zone Hub,Est Merchant 2026,Before Discount,After Discount,Logistics Support,Operation Support, Distribution Cost ,Trade Cost,Activation Cost,Visibility Cost,Base Salary & Support,Incentive
130,Huyện Na Rì,5,Bắc Kạn,NO,NO1,Trần Quang Tùng,Việt Nam,VNM.4.5_1,VNM.4_1,Bắc Kạn,Na Rì,22.1636,106.1126069,40599,50.85458343,798.3351207,,Unsuitable,None,0,0,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1210,0.054,0.022,0.015,0.01,0.0368,0.109,0.074,0.129,0.04,0.047
137,Huyện Sơn Động,6,Bắc Giang,NO,NO2,Trần Quang Tùng,Việt Nam,VNM.3.6_1,VNM.3_1,Bắc Giang,Sơn Động,21.3284,106.8991257,73008,95.14793587,767.3103923,,Unsuitable,None,0,0,Trung du & miền núi phía Bắc,None,Huyện,Công nghiệp - đô thị vệ tinh - FDI,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1803,0.065,0.039,0.017,0.007,0.0243,0.081,0.062,0.051,0.08,0.025
163,Huyện Bảo Lạc,16,Cao Bằng,NO,NO2,Trần Quang Tùng,Việt Nam,VNM.14.1_1,VNM.14_1,Cao Bằng,Bảo Lạc,22.87355,105.7515747,49946,60.49384258,825.6377488,,Unsuitable,None,0,0,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1529,0.049,0.024,0.014,0.01,0.0264,0.15,0.064,0.133,0.072,0.037
165,Huyện Hà Quảng,16,Cao Bằng,NO,NO2,Trần Quang Tùng,Việt Nam,VNM.14.5_1,VNM.14_1,Cao Bằng,Hà Quảng,22.89545,106.1179078,54578,75.04562259,727.264271,,Unsuitable,None,0,0,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1525,0.041,0.02,0.03,0.007,0.0091,0.083,0.074,0.08,0.041,0.032
167,Huyện Nguyên Bình,16,Cao Bằng,NO,NO2,Trần Quang Tùng,Việt Nam,VNM.14.7_1,VNM.14_1,Cao Bằng,Nguyên Bình,22.64655,105.9375515,36394,48.42998943,751.4765217,,Unsuitable,None,0,0,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1230,0.062,0.04,0.012,0.005,0.0672,0.108,0.051,0.139,0.058,0.035
196,Huyện Ea Súp,18,Đắk Lắk,SE,SE,Tạ Thái Dương,Việt Nam,VNM.15.7_1,VNM.15_1,Đắk Lắk,Ea Súp,13.18105,107.7721708,74021,44.98702031,1645.385702,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2357,0.057,0.035,0.018,0.008,0.0425,0.077,0.148,0.093,0.09,0.042
198,Huyện Ea Kar,18,Đắk Lắk,SE,SE,Tạ Thái Dương,Việt Nam,VNM.15.6_1,VNM.15_1,Đắk Lắk,Ea Kar,12.80435,108.5045762,151184,156.3660002,966.8598018,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2833,0.057,0.031,0.024,0.009,0.0405,0.138,0.082,0.088,0.032,0.034
199,Huyện M'đrắk,18,Đắk Lắk,SE,SE,Tạ Thái Dương,Việt Nam,VNM.15.14_1,VNM.15_1,Đắk Lắk,M'Đrắk,12.7042,108.8324063,89046,71.5047756,1245.315425,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,752,0.041,0.031,0.025,0.006,0.0504,0.079,0.103,0.069,0.085,0.025
201,Huyện Krông Bông,18,Đắk Lắk,SE,SE,Tạ Thái Dương,Việt Nam,VNM.15.9_1,VNM.15_1,Đắk Lắk,Krông Bông,12.45165,108.48761,96356,82.22338845,1171.880675,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2360,0.056,0.024,0.03,0.009,0.0736,0.051,0.121,0.101,0.042,0.041
202,Huyện Lắk,18,Đắk Lắk,SE,SE,Tạ Thái Dương,Việt Nam,VNM.15.13_1,VNM.15_1,Đắk Lắk,Lắk,12.3217,108.2246973,73143,62.48959799,1170.482806,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2009,0.059,0.04,0.02,0.01,0.0756,0.132,0.123,0.114,0.068,0.05
203,Huyện Buôn Đôn,18,Đắk Lắk,SE,SE,Tạ Thái Dương,Việt Nam,VNM.15.1_1,VNM.15_1,Đắk Lắk,Buôn Đôn,12.88555,107.7119012,67246,51.16214662,1314.370183,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2013,0.041,0.038,0.026,0.01,0.076,0.063,0.132,0.073,0.049,0.039
205,Huyện Đắk Song,62,Đắk Nông,SE,SE,Tạ Thái Dương,Việt Nam,VNM.16.4_1,VNM.16_1,Đắk Nông,Đắk Song,12.2329,107.6192581,85840,113.7362526,754.7285765,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1808,0.057,0.036,0.018,0.008,0.0768,0.093,0.15,0.082,0.041,0.047
207,Huyện Krông Nô,62,Đắk Nông,SE,SE,Tạ Thái Dương,Việt Nam,VNM.16.7_1,VNM.16_1,Đắk Nông,Krông Nô,12.36965,107.8210543,79371,104.2344103,761.466389,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1739,0.068,0.035,0.024,0.008,0.0392,0.138,0.138,0.102,0.061,0.024
208,Huyện Đăk Glong,62,Đắk Nông,SE,SE,Tạ Thái Dương,Việt Nam,VNM.16.5_1,VNM.16_1,Đắk Nông,Đăk Glong,12.03005,107.8663158,72266,53.33828186,1354.861789,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2103,0.06,0.039,0.026,0.006,0.0819,0.142,0.129,0.148,0.074,0.035
245,Huyện Chư Păh,21,Gia Lai,SE,SE,Tạ Thái Dương,Việt Nam,VNM.21.3_1,VNM.21_1,Gia Lai,Chư Păh,14.22175,107.9706814,83421,91.47049905,911.9989599,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1916,0.057,0.022,0.01,0.006,0.036,0.13,0.058,0.13,0.086,0.043
246,Huyện Mang Yang,21,Gia Lai,SE,SE,Tạ Thái Dương,Việt Nam,VNM.21.15_1,VNM.21_1,Gia Lai,Mang Yang,13.9539,108.3157133,73680,69.85229848,1054.797073,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1891,0.062,0.04,0.029,0.006,0.0567,0.051,0.115,0.057,0.085,0.045
247,Huyện KBang,21,Gia Lai,SE,SE,Tạ Thái Dương,Việt Nam,VNM.21.12_1,VNM.21_1,Gia Lai,Kbang,14.3014,108.4795463,70619,40.99429573,1722.654305,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2285,0.047,0.026,0.029,0.009,0.016,0.082,0.102,0.07,0.045,0.031
249,Huyện Kông Chro,21,Gia Lai,SE,SE,Tạ Thái Dương,Việt Nam,VNM.21.13_1,VNM.21_1,Gia Lai,Kông Chro,13.7673,108.5896675,56556,41.97964341,1347.224402,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1830,0.062,0.02,0.01,0.008,0.0164,0.072,0.142,0.086,0.062,0.045
251,Huyện Chư Prông,21,Gia Lai,SE,SE,Tạ Thái Dương,Việt Nam,VNM.21.4_1,VNM.21_1,Gia Lai,Chư Prông,13.58025,107.7678563,133340,84.12106198,1585.096489,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,3168,0.061,0.04,0.029,0.008,0.0384,0.096,0.14,0.056,0.093,0.039
254,Huyện Krông Pa,21,Gia Lai,SE,SE,Tạ Thái Dương,Việt Nam,VNM.21.14_1,VNM.21_1,Gia Lai,Krông Pa,13.2349,108.6660347,93260,61.37926512,1519.405614,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2544,0.059,0.026,0.022,0.009,0.032,0.104,0.11,0.116,0.079,0.035
255,Huyện Ia Grai,21,Gia Lai,SE,SE,Tạ Thái Dương,Việt Nam,VNM.21.10_1,VNM.21_1,Gia Lai,Ia Grai,13.98865,107.7565555,114032,108.8418502,1047.685241,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2434,0.047,0.025,0.017,0.009,0.064,0.056,0.059,0.084,0.089,0.042
256,Huyện Đăk Đoa,21,Gia Lai,SE,SE,Tạ Thái Dương,Việt Nam,VNM.21.8_1,VNM.21_1,Gia Lai,Đăk Đoa,14.118,108.1773993,133045,144.2986072,922.0116717,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2524,0.068,0.039,0.014,0.009,0.0092,0.11,0.148,0.095,0.03,0.038
257,Huyện Ia Pa,21,Gia Lai,SE,SE,Tạ Thái Dương,Việt Nam,VNM.21.11_1,VNM.21_1,Gia Lai,Ia Pa,13.52765,108.5773523,61078,75.14447362,812.8076099,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1525,0.069,0.039,0.011,0.009,0.0504,0.133,0.095,0.124,0.059,0.039
285,Huyện Hương Khê,25,Hà Tĩnh,CT,CT3,Tạ Thái Dương,Việt Nam,VNM.29.6_1,VNM.29_1,Hà Tĩnh,Hương Khê,18.192,105.6792605,96327,81.94731074,1175.474816,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,None,Huyện,Tỉnh trung bình - mixed rural/urban,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2462,0.048,0.03,0.02,0.007,0.049,0.081,0.052,0.105,0.095,0.048
307,Huyện Vị Xuyên,22,Hà Giang,NO,NO3,Trần Quang Tùng,Việt Nam,VNM.26.9_1,VNM.26_1,Hà Giang,Vị Xuyên,22.76275,105.0441736,118482,85.65883045,1383.18489,,Unsuitable,None,0,0,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2800,0.063,0.036,0.029,0.009,0.0348,0.085,0.126,0.053,0.067,0.047
308,Huyện Bắc Mê,22,Hà Giang,NO,NO3,Trần Quang Tùng,Việt Nam,VNM.26.1_1,VNM.26_1,Hà Giang,Bắc Mê,22.7618,105.2831767,58554,73.1044458,800.9635988,,Unsuitable,None,0,0,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1481,0.066,0.026,0.025,0.007,0.0249,0.111,0.128,0.12,0.057,0.022
358,Huyện Khánh Vĩnh,30,Khánh Hòa,CT,CT1,Tạ Thái Dương,Việt Nam,VNM.32.5_1,VNM.32_1,Khánh Hòa,Khánh Vĩnh,12.2958,108.8234805,41611,34.00665254,1223.613525,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,None,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1425,0.069,0.035,0.02,0.006,0.0801,0.132,0.102,0.096,0.097,0.031
376,Huyện Đắk Glei,65,Kon Tum,SE,SE,Tạ Thái Dương,Việt Nam,VNM.34.1_1,VNM.34_1,Kon Tum,Đắk Glei,15.1376,107.8131116,54763,35.22117063,1554.83191,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1770,0.051,0.03,0.014,0.009,0.0081,0.14,0.123,0.143,0.058,0.045
377,Huyện Ngọc Hồi,65,Kon Tum,SE,SE,Tạ Thái Dương,Việt Nam,VNM.34.8_1,VNM.34_1,Kon Tum,Ngọc Hồi,14.7398,107.620262,66165,75.33013256,878.3337789,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1538,0.063,0.026,0.024,0.007,0.0291,0.146,0.072,0.058,0.053,0.048
379,Huyện Sa Thầy,65,Kon Tum,SE,SE,Tạ Thái Dương,Việt Nam,VNM.34.9_1,VNM.34_1,Kon Tum,Sa Thầy,14.26715,107.6210679,56058,37.61538491,1490.294467,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1765,0.052,0.028,0.011,0.008,0.0665,0.057,0.118,0.072,0.045,0.032
381,Huyện Đắk Hà,65,Kon Tum,SE,SE,Tạ Thái Dương,Việt Nam,VNM.34.2_1,VNM.34_1,Kon Tum,Đắk Hà,14.61245,107.9889125,84013,95.51459094,879.5828907,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1763,0.048,0.036,0.021,0.006,0.0178,0.14,0.117,0.09,0.066,0.036
382,Huyện Kon Rẫy,65,Kon Tum,SE,SE,Tạ Thái Dương,Việt Nam,VNM.34.6_1,VNM.34_1,Kon Tum,Kon Rẫy,14.54995,108.2271873,32110,33.75371384,951.3027264,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1068,0.047,0.031,0.014,0.009,0.0693,0.097,0.063,0.102,0.08,0.039
383,Huyện Tu Mơ Rông,65,Kon Tum,SE,SE,Tạ Thái Dương,Việt Nam,VNM.34.10_1,VNM.34_1,Kon Tum,Tu Mơ Rông,14.88925,107.9562778,30785,34.41710066,894.4681396,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,"Cao nguyên - nông sản, khoảng cách lớn",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1009,0.042,0.031,0.014,0.006,0.0801,0.093,0.088,0.145,0.067,0.05
386,Huyện Phong Thổ,32,Lai Châu,,,Trần Quang Tùng,Việt Nam,VNM.36.4_1,VNM.36_1,Lai Châu,Phong Thổ,22.61255,103.3350246,86128,89.42177031,963.1659014,,Unsuitable,None,0,0,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1996,0.06,0.022,0.011,0.009,0.0765,0.138,0.074,0.144,0.078,0.047
387,Huyện Sìn Hồ,32,Lai Châu,,,Trần Quang Tùng,Việt Nam,VNM.36.5_1,VNM.36_1,Lai Châu,Sìn Hồ,22.25325,103.3502899,90452,63.2962259,1429.02675,,Unsuitable,None,0,0,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2423,0.047,0.034,0.021,0.009,0.0738,0.096,0.086,0.146,0.045,0.021
392,Huyện Bát Xát,35,Lào Cai,NO,NO1,Trần Quang Tùng,Việt Nam,VNM.38.4_1,VNM.38_1,Lào Cai,Bát Xát,22.6008,103.6903956,80478,83.08572532,968.6140392,,Unsuitable,None,0,0,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1918,0.06,0.031,0.02,0.007,0.072,0.127,0.127,0.115,0.044,0.041
395,Huyện Văn Bàn,35,Lào Cai,NO,NO1,Trần Quang Tùng,Việt Nam,VNM.38.9_1,VNM.38_1,Lào Cai,Văn Bàn,22.06315,104.1695617,96467,72.44703984,1331.551989,,Unsuitable,None,0,0,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2435,0.062,0.023,0.024,0.006,0.0576,0.12,0.127,0.05,0.067,0.047
396,Huyện Bảo Yên,35,Lào Cai,NO,NO1,Trần Quang Tùng,Việt Nam,VNM.38.2_1,VNM.38_1,Lào Cai,Bảo Yên,22.29345,104.416637,92569,120.9350991,765.4436197,,Unsuitable,None,0,0,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1882,0.069,0.02,0.029,0.006,0.0376,0.062,0.074,0.067,0.073,0.024
402,Huyện Di Linh,33,Lâm Đồng,SE,SE,Tạ Thái Dương,Việt Nam,VNM.37.9_1,VNM.37_1,Lâm Đồng,Di Linh,11.517,108.108675,158057,114.8499133,1376.204783,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,3607,0.069,0.038,0.022,0.007,0.0088,0.07,0.109,0.075,0.07,0.041
404,Huyện Lạc Dương,33,Lâm Đồng,SE,SE,Tạ Thái Dương,Việt Nam,VNM.37.11_1,VNM.37_1,Lâm Đồng,Lạc Dương,12.1223,108.5211009,27618,24.70195498,1118.049159,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1246,0.066,0.031,0.024,0.01,0.03,0.055,0.136,0.111,0.058,0.021
405,Huyện Đạ Huoai,33,Lâm Đồng,SE,SE,Tạ Thái Dương,Việt Nam,VNM.37.4_1,VNM.37_1,Lâm Đồng,Đạ Huoai,11.4503,107.602825,111332,90.08989301,1235.787903,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1800,0.051,0.022,0.029,0.01,0.0495,0.08,0.141,0.115,0.04,0.039
408,Huyện Lâm Hà,33,Lâm Đồng,SE,SE,Tạ Thái Dương,Việt Nam,VNM.37.12_1,VNM.37_1,Lâm Đồng,Lâm Hà,11.8604,108.2845324,142688,179.9224662,793.0527132,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2711,0.052,0.035,0.027,0.01,0.0882,0.108,0.112,0.083,0.092,0.038
409,Huyện Bảo Lâm,33,Lâm Đồng,SE,SE,Tạ Thái Dương,Việt Nam,VNM.37.2_1,VNM.37_1,Lâm Đồng,Bảo Lâm,11.6411,107.8493938,116661,93.50544987,1247.638508,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2897,0.068,0.037,0.027,0.01,0.0648,0.142,0.141,0.113,0.065,0.041
410,Huyện Đam Rông,33,Lâm Đồng,SE,SE,Tạ Thái Dương,Việt Nam,VNM.37.8_1,VNM.37_1,Lâm Đồng,Đam Rông,12.0414,108.1314141,53561,72.0371745,743.5188896,,Unsuitable,None,0,0,Tây Nguyên,None,Huyện,Du lịch - dịch vụ - đô thị ven biển/cao nguyên,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1491,0.044,0.027,0.012,0.009,0.0264,0.124,0.066,0.1,0.055,0.043
413,Huyện Bình Gia,34,Lạng Sơn,NO,NO2,Trần Quang Tùng,Việt Nam,VNM.35.2_1,VNM.35_1,Lạng Sơn,Bình Gia,22.06365,106.2719739,55519,54.218269,1023.990641,,Unsuitable,None,0,0,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1620,0.058,0.03,0.026,0.005,0.0679,0.144,0.113,0.072,0.067,0.033
418,Huyện Lộc Bình,34,Lạng Sơn,NO,NO2,Trần Quang Tùng,Việt Nam,VNM.35.8_1,VNM.35_1,Lạng Sơn,Lộc Bình,21.66915,106.9118153,89292,96.72978229,923.1076292,,Unsuitable,None,0,0,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2027,0.049,0.024,0.017,0.006,0.0828,0.053,0.05,0.115,0.093,0.045
420,Huyện Đình Lập,34,Lạng Sơn,NO,NO2,Trần Quang Tùng,Việt Nam,VNM.35.5_1,VNM.35_1,Lạng Sơn,Đình Lập,21.5331,107.0907814,30114,27.05005882,1113.269298,,Unsuitable,None,0,0,Trung du & miền núi phía Bắc,None,Huyện,"Miền núi/trung du - phân tán, cần hub liên huyện",Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1198,0.053,0.037,0.011,0.009,0.0324,0.093,0.098,0.065,0.092,0.041
466,Huyện Quỳ Châu,38,Nghệ An,CT,CT3,Tạ Thái Dương,Việt Nam,VNM.41.13_1,VNM.41_1,Nghệ An,Quỳ Châu,19.5336,105.1314207,59953,60.68484004,987.9403152,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,None,Huyện,Tỉnh trung bình - mixed rural/urban,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1675,0.054,0.031,0.027,0.009,0.0086,0.061,0.055,0.059,0.077,0.037
467,Huyện Quỳ Hợp,38,Nghệ An,CT,CT3,Tạ Thái Dương,Việt Nam,VNM.41.14_1,VNM.41_1,Nghệ An,Quỳ Hợp,19.3181,105.1647695,139121,157.9977782,880.5250403,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,None,Huyện,Tỉnh trung bình - mixed rural/urban,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2608,0.04,0.034,0.017,0.006,0.0672,0.116,0.121,0.117,0.086,0.047
471,Huyện Tương Dương,38,Nghệ An,CT,CT3,Tạ Thái Dương,Việt Nam,VNM.41.19_1,VNM.41_1,Nghệ An,Tương Dương,19.3187,104.6298382,80711,30.73670662,2625.88315,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,None,Huyện,Tỉnh trung bình - mixed rural/urban,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,3043,0.046,0.021,0.013,0.008,0.0196,0.126,0.077,0.142,0.032,0.028
472,Huyện Con Cuông,38,Nghệ An,CT,CT3,Tạ Thái Dương,Việt Nam,VNM.41.3_1,VNM.41_1,Nghệ An,Con Cuông,19.0628,104.8251417,77951,48.00967399,1623.651933,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,None,Huyện,Tỉnh trung bình - mixed rural/urban,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2426,0.057,0.04,0.024,0.006,0.0198,0.075,0.053,0.069,0.072,0.037
487,Huyện Bác Ái,39,Ninh Thuận,CT,CT1,Tạ Thái Dương,Việt Nam,VNM.43.1_1,VNM.43_1,Ninh Thuận,Bác Ái,11.9127,108.8656998,31847,33.12680823,961.3663887,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,None,Huyện,Tỉnh trung bình - mixed rural/urban,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1160,0.055,0.031,0.028,0.008,0.0664,0.113,0.072,0.08,0.094,0.033
504,Huyện Đồng Xuân,41,Phú Yên,CT,CT1,Tạ Thái Dương,Việt Nam,VNM.45.1_1,VNM.45_1,Phú Yên,Đồng Xuân,13.4136,108.9716023,56426,58.32254578,967.481773,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,None,Huyện,Tỉnh trung bình - mixed rural/urban,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1620,0.059,0.025,0.019,0.006,0.0595,0.136,0.142,0.068,0.057,0.02
507,Huyện Sơn Hòa,41,Phú Yên,CT,CT1,Tạ Thái Dương,Việt Nam,VNM.45.4_1,VNM.45_1,Phú Yên,Sơn Hòa,13.207,108.9878282,61006,69.47778423,878.0648473,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,None,Huyện,Tỉnh trung bình - mixed rural/urban,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,1625,0.056,0.027,0.024,0.009,0.0291,0.126,0.06,0.136,0.091,0.021
513,Huyện Tuyên Hóa,42,Quảng Bình,CT,CT2,Tạ Thái Dương,Việt Nam,VNM.46.8_1,VNM.46_1,Quảng Bình,Tuyên Hóa,17.89845,106.1211849,81487,77.15915412,1056.089857,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,None,Huyện,Tỉnh trung bình - mixed rural/urban,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2042,0.051,0.03,0.021,0.009,0.038,0.124,0.081,0.112,0.076,0.026
516,Huyện Bố Trạch,42,Quảng Bình,CT,CT2,Tạ Thái Dương,Việt Nam,VNM.46.1_1,VNM.46_1,Quảng Bình,Bố Trạch,17.48685,106.2623401,197418,99.73586804,1979.40825,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,None,Huyện,Tỉnh trung bình - mixed rural/urban,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,4440,0.055,0.026,0.02,0.007,0.024,0.139,0.149,0.064,0.049,0.05
517,Huyện Quảng Ninh,42,Quảng Bình,CT,CT2,Tạ Thái Dương,Việt Nam,VNM.46.5_1,VNM.46_1,Quảng Bình,Quảng Ninh,17.25415,106.494349,94672,84.72706039,1117.376191,,Unsuitable,None,0,0,Bắc Trung Bộ & Duyên hải miền Trung,None,Huyện,Tỉnh trung bình - mixed rural/urban,Địa bàn rộng/thưa - chi phí phủ hàng cao,0,2277,0.045,0.024,0.016,0.006,0.0246,0.063,0.106,0.131,0.053,0.033
